relation	probability	sentence	left_entity	left_entity_tag	left_entity_span	right_entity	right_entity_tag	right_entity_span
TrAP	0.9986	TYLENOL ( ACETAMINOPHEN ) 650 MG PO Q4H PRN PAIN COLACE ( DOCUSATE SODIUM ) 100 MG PO BID PRN Constipation IBUPROFEN 600 MG PO Q4-6H PRN PAIN MILK OF MAGNESIA ( MAGNESIUM HYDROXIDE ) 30 MILLILITERS PO QD PRN Constipation PERCOCET 1-2 TAB PO Q4H PRN PAIN	ibuprofen	[TREATMENT]	107_116	pain	[PROBLEM]	137_141
TeCP	0.9776	The patient was started on intravenous heparin and had the studies as described above for rule out source of embolic strokes including carotid noninvasives , transcranial Dopplers , Holter electrocardiogram and echocardiogram .	carotid noninvasives	[TEST]	135_155	embolic strokes	[PROBLEM]	109_124
TeRP	0.9981	The patient was a 63 year old female with long-standing history of polycythemia vera , managed medically , who on a routine follow-up examination complained of left side pain and had an ultrasound that demonstrated a complex left renal mass .	an ultrasound	[TEST]	183_196	left side pain	[PROBLEM]	160_174
TrCP	0.9893	Cannot use lamictal or depakote due to reactions .	lamictal	[TREATMENT]	11_19	reactions	[PROBLEM]	39_48
TrAP	0.9990	He was continued on his home cardiac regimen , but was started on indomethacin for post pericardiotomy syndrome .	indomethacin	[TREATMENT]	66_78	post pericardiotomy syndrome	[PROBLEM]	83_111
TrAP	0.9990	Blood cltures from 11-30 grew KLEBSIELLA PNEUMONIAE and 12-01 grew KLEBSIELLA PNEUMONIAE and PROTEUS MIRABILIS both sensitive to the Meropenam which she had already been receiving .	the meropenam	[TREATMENT]	129_142	klebsiella pneumoniae	[PROBLEM]	30_51
TeCP	0.9901	Plans to follow up with outpatient MRA to rule out ischemic causes of post prandial pain , as well as HIDA with CK challenge to evaluate for biliary dyskinesia without stasis .	hida with ck challenge	[TEST]	102_124	biliary dyskinesia	[PROBLEM]	141_159
TrAP	0.9990	While in the ICU he developed seizures , requiring large amounts of intravenous Valium to break his seizures , and he was maintained on Tegretol and Dilantin .	dilantin	[TREATMENT]	149_157	his seizures	[PROBLEM]	96_108
TrAP	0.9990	Drainage of the pancreatic necrosis was also done .	drainage	[TREATMENT]	0_8	the pancreatic necrosis	[PROBLEM]	12_35
TeRP	0.9989	She was found to have intermedullary lesion at C1-2 level which on biopsy showed abnormal vasculature , hemosiderin deposit , leading in turn to the discovery of a dural arteriovenous malformation at that level which was surgically corrected .	biopsy	[TEST]	67_73	hemosiderin deposit	[PROBLEM]	104_123
TrAP	0.9991	1. Exploratory laparotomy with drainage of intra-abdominal abscess and peritonitis with gross soilage with bile and gastric contents .	drainage	[TREATMENT]	31_39	gross soilage with bile and gastric contents	[PROBLEM]	88_132
TrAP	0.9992	When she arrived the plan was to go ahead and treat here rythematous induration and possible cellulitis with IV antibiotics .	iv antibiotics	[TREATMENT]	109_123	here rythematous induration	[PROBLEM]	52_79
TrAP	0.9985	Vancomycin , Flagyl , and Aztreonam were given for gram negative Coccobacilli ( later identified as Bacteroides ) that had grown in his blood cultures and gram negative rods ( Enterobacter ) in his peritoneal fluid .	vancomycin	[TREATMENT]	0_10	gram negative rods ( enterobacter )	[PROBLEM]	155_190
TeRP	0.9988	In the Emergency Department , he received 3.5 amps of D50 and then D5 normal saline and D10 normal saline with blood sugars that were slow to increase leading the ICU team to suspect that the patient had taken more insulin than he admitted .	blood sugars	[TEST]	111_123	slow to increase	[PROBLEM]	134_150
TrAP	0.9990	For all these infections , the patient was treated with Vancomycin and he was also on Levofloxacin and Flagyl for presumed aspiration pneumonia at the time of his admission .	flagyl	[TREATMENT]	103_109	aspiration pneumonia	[PROBLEM]	123_143
TrAP	0.9960	The patient received the appropriate protocol for myocardial infarction , intravenous heparin , aspirin , and beta blockers for rate and blood pressure control .	the appropriate protocol	[TREATMENT]	21_45	myocardial infarction	[PROBLEM]	50_71
TeRP	0.9989	CT OF THE PELVIS WITHOUT IV CONTRAST : As previously noted , there is a small amount of free fluid surrounding the right colon , tracking along the mesentery and into the pelvis .	ct of the pelvis without iv contrast	[TEST]	0_36	a small amount of free fluid	[PROBLEM]	70_98
PIP	0.9996	Given the localization of the hematoma and the history of hypertension , the most likely cause for Mrs. Dua &apos;s cerebellar hemorrhage is hypertension .	the hematoma	[PROBLEM]	26_38	hypertension	[PROBLEM]	58_70
TeCP	0.9913	You should have a anti-Tissue Transglutaminase Antibody , IgA to rule out celiac disease given your abdominal symptoms .	iga	[TEST]	58_61	your abdominal symptoms	[PROBLEM]	95_118
PIP	0.9997	likely having a NSTEMI secondary to demand .	demand	[PROBLEM]	36_42	a nstemi	[PROBLEM]	14_22
TeRP	0.9989	Achest x-ray done at that time showed left pleural effusion and small right pleural effusion , not pulmonary edema and left lower lobe consolidations .	achest x-ray	[TEST]	0_12	left lower lobe consolidations	[PROBLEM]	119_149
TrAP	0.9985	2. Grave's , status post radiation resulting in hypothyroidism .	radiation	[TREATMENT]	25_34	hypothyroidism	[PROBLEM]	48_62
TrAP	0.9992	69yoM with OA having workup for knee replacements found to be in Afib , had stress test that was positive followed by cardiac catheterization which revealed severe 3VD .	knee replacements	[TREATMENT]	32_49	oa	[PROBLEM]	11_13
PIP	0.9997	He developed renal failure felt to be ATN secondary to ischemia of his kidneys .	ischemia of his kidneys	[PROBLEM]	55_78	atn	[PROBLEM]	38_41
TrIP	0.9705	Pain control was initiated with morphine but was then changed to Demerol , which gave the patient better relief of his epigastric pain .	demerol	[TREATMENT]	65_72	his epigastric pain	[PROBLEM]	115_134
TrAP	0.9761	7. Benign prostatic hypertrophy status post transurethral resection of the prostate ; self catheterization .	transurethral resection of the prostate	[TREATMENT]	44_83	benign prostatic hypertrophy	[PROBLEM]	3_31
TrAP	0.9989	She had cultures drawn , was given tylenol ( tylenol screen prior to this dose was negative , as was a urine tox ) , was started on levofloxacin , metronidazole , and vancomycin to cover emperically for hospital aquired pneumonia , GI sources , and a potential hip infection .	levofloxacin	[TREATMENT]	132_144	gi sources	[PROBLEM]	232_242
TeRP	0.9989	Blood cultures grew out 4 out of 4 bottles for gram positive cocci , which thereafter proved to be Staph. aureus Methicillin sensitive .	blood cultures	[TEST]	0_14	staph. aureus	[PROBLEM]	99_112
TrAP	0.9986	Given this finding it was felt that the patient would certainly need long term intravenous antibiotics to include at least six weeks of Vancomycin and then subsequent Levofloxacin for the Citrobacter and Mycoplasma as well .	subsequent levofloxacin	[TREATMENT]	156_179	mycoplasma	[PROBLEM]	204_214
TrAP	0.9991	1. Diabetes type 2 treated with oral medication .	oral medication	[TREATMENT]	32_47	diabetes type 2	[PROBLEM]	3_18
TrAP	0.9960	She was treated briefly with levofloxacin because of the gram-positive cocci in her sputum culture ; however , her symptoms were felt to be consistent with a viral upper respiratory infection , and levofloxacin was continued at the time of discharge .	levofloxacin	[TREATMENT]	198_210	her symptoms	[PROBLEM]	111_123
PIP	0.9997	Sigmoid diverticulosis with focal narrowing of the sigmoid colon just distal to the dilatation with wall thickening , due to diverticulitis .	diverticulitis	[PROBLEM]	125_139	the dilatation	[PROBLEM]	80_94
PIP	0.9997	He characterized this headache as the worst headache of his life and had associated nausea and vomiting times one .	this headache	[PROBLEM]	17_30	vomiting	[PROBLEM]	95_103
TrAP	0.9989	Percocet for pain as needed .	percocet	[TREATMENT]	0_8	pain	[PROBLEM]	13_17
TeRP	0.9983	On hospital day number three , her blood cultures came back positive in the anaerobic culture for gram-positive cocci in pairs and clusters .	the anaerobic culture	[TEST]	72_93	positive	[PROBLEM]	60_68
TeCP	0.9887	Due to unknown duration of the chest pain the patient wastransferred urgently to the TGCHO for cardiac catheterization .	cardiac catheterization	[TEST]	95_118	the chest pain	[PROBLEM]	27_41
TeRP	0.8646	Hypercholesterolemia ( total cholesterol on admission 300 's several years ago ).	total cholesterol	[TEST]	23_40	hypercholesterolemia	[PROBLEM]	0_20
TeRP	0.9985	3) Renal insufficiency : Creatinine improved from 2.1 to 1.3 at time of discharge .	creatinine	[TEST]	25_35	renal insufficiency	[PROBLEM]	3_22
TeCP	0.9903	The patient is a 59 year-old female status post endoscopic retrograde cholangiopancreatography on the day of admission , which had been done to evaluate for possible bile leak after cholecystectomy was performed four days ago .	endoscopic retrograde cholangiopancreatography	[TEST]	48_94	bile leak	[PROBLEM]	166_175
TrAP	0.9990	He was placed on Penicillin G , Clindamycin , for empiric coverage of his wound , with Group A strep growth from the New England Baptist Hospital-Bryce cultures .	penicillin g	[TREATMENT]	17_29	his wound	[PROBLEM]	70_79
PIP	0.9996	Non-hodgkins lymphoma - s/p Cytoxan in 2003 and 2001 , History of Varicella Zoster with opthalmic lesions , History of Menieres Disease , GERD , Glaucoma , History of chronic sinusitis , s/p cataract surgery , s/p TAH and BSO , s/p appendectomy , s/p bilateral breast reduction	varicella zoster	[PROBLEM]	66_82	opthalmic lesions	[PROBLEM]	88_105
TrIP	0.9509	Today , the patient was found in the bathroom and became hypoxic with saturations in the 80 s and was responsive to oxygen , but was still tachypneic without improvement and was placed on nonrebreather .	oxygen	[TREATMENT]	116_122	tachypneic	[PROBLEM]	139_149
PIP	0.9996	Refractory CLL with bone marrow involvement , status post MUD , mini-allo stem cell transplant , December , 2002 , Acanthamoeba infection of skin and sinuses , recently treated with IV pentamidine and p.o. voriconazole , history of recurrent CMB infection , recent ARS on CRI , thought due to medication toxicity ( creatinine on discharge from Retelk County Medical Center on October 16 was 2.6) .	recent ars	[PROBLEM]	258_268	cri	[PROBLEM]	272_275
TeRP	0.9988	Prior to catheterization a VQ scan was performed which revealed a moderate probability for PE with a subsegmental defect in the lingular on the left lung .	a vq scan	[TEST]	25_34	pe	[PROBLEM]	91_93
PIP	0.9996	3. Apnea and bradycardia of prematurity .	prematurity	[PROBLEM]	28_39	bradycardia	[PROBLEM]	13_24
TeRP	0.9987	He was a chronically ill appearing elderly man , with a respiratory rate of 30 , temperature 99.6 , pulse 100 , and irregularly irregular , blood pressure 148/71 .	pulse	[TEST]	100_105	irregularly irregular	[PROBLEM]	116_137
TrCP	0.4288	HTN elev. chol. right facial droop with metal plate secondary to GSW to face right nephrectomy	metal plate	[TREATMENT]	40_51	gsw	[PROBLEM]	65_68
TeCP	0.9908	He was febrile in the Intensive Care Unit to 101.0 F. ; yet , chest x-ray , blood cultures , urinalysis and urine cultures were all negative for sources .	urine cultures	[TEST]	108_122	febrile	[PROBLEM]	7_14
TrAP	0.9984	With improvements of her ventilation and oxygenation and treatment with levofloxacin of her UTI and pneumonia , her mental status greatly improved on hospital day two without further waxing and waning .	treatment	[TREATMENT]	57_66	pneumonia	[PROBLEM]	100_109
TeRP	0.9989	Cardiovascular examination revealed jugular venous distention at 12 cm , no carotid bruits , heart rate was tachycardic and regular , normal S1 and S2 , palpable S4 , no murmur was auscultated .	cardiovascular examination	[TEST]	0_26	carotid bruits	[PROBLEM]	76_90
PIP	0.9996	The patient was instructed to return to Fairm of Ijordcompmac Hospital if he developed any signs of wound infection such a erythema , drainage , or increasing incisional pain .	wound infection	[PROBLEM]	100_115	a erythema	[PROBLEM]	121_131
PIP	0.9996	In the days following admission , there was clear evidence for progression of erythematous nodules over both arms and right thigh at foci of Acanthamoeba infection , suggesting progressive skin involvement with Acanthamoeba .	erythematous nodules over both arms	[PROBLEM]	78_113	acanthamoeba	[PROBLEM]	211_223
TrAP	0.9988	Coronary artery disease - s/p Off Pump CABG	off pump cabg	[TREATMENT]	30_43	coronary artery disease	[PROBLEM]	0_23
TrAP	0.9990	The patient was brought to CT immediately for stat scan and was found to have a massive occipital spontaneous hemorrhage into the L ventricle requiring ventricular drainage .	ventricular drainage	[TREATMENT]	152_172	a massive occipital spontaneous hemorrhage into the l ventricle	[PROBLEM]	78_141
TrCP	0.9855	During the operation , the patient received 13 units of packed red blood cells , four units of fresh frozen plasma and one unit of platelets with an estimated blood loss of 1500 cc .	the operation	[TREATMENT]	7_20	an estimated blood loss	[PROBLEM]	146_169
TeRP	0.9989	Initial electrocardiogram showed a normal sinus rhythm at 65 , normal axis , 2-mm ST elevations in lead III , 1-mm ST elevations in aVF and V1 , 1-mm ST depressions in I and aVL ; consistent with an inferior and right ventricular infarction .	initial electrocardiogram	[TEST]	0_25	2-mm st elevations in lead iii	[PROBLEM]	77_107
TrIP	0.4586	Clinical progression of skin and sinus infection on maximal antimicrobial therapy continued , with emergence on November 20 of a new right-sided ptosis in association with a left homonymous hemianopsia , and fleeting confusion while febrile , prompting head MRI which revealed a large 5 x 2 x 4.3 cm region in the right occipital lobe of hemorrhage and edema , with dural and , likely , leptomeningeal enhancement in association with small foci in the right cerebellum and pons , concerning for early lesions of similar type .	maximal antimicrobial therapy	[TREATMENT]	52_81	skin and sinus infection	[PROBLEM]	24_48
PIP	0.9996	This is a 49 year-old male with a history of a low anterior resection in May of 1998 and a recurrence of metastasis with asleeve of section of left colon diverting ileostomy for recurrent metastasis later in May of 1999 who presents with anterior midepigastric abdominal pain .	metastasis	[PROBLEM]	105_115	a recurrence	[PROBLEM]	89_101
TeRP	0.9986	The patient remained hemodynamically stable throughout the course of his hospital stay , and his hematocrit was relatively stable with a gradual drop due to dilutional changes .	his hematocrit	[TEST]	93_107	a gradual drop	[PROBLEM]	135_149
TrAP	0.9991	He was started on Zosyn and Vanco for his presumed aspiration , " hospital " aquired PNA .	zosyn	[TREATMENT]	18_23	his presumed aspiration	[PROBLEM]	38_61
TrAP	0.9990	In addition , the patient did have slightly elevated blood sugars over the last couple of days and has required an insulin sliding scale and basal insulin to maintain his blood sugars at a more appropriate level .	basal insulin	[TREATMENT]	141_154	slightly elevated blood sugars	[PROBLEM]	35_65
